Sample Number,Site ID,Target,"UTM East
NAD83_U10","UTM North
NAD83_U10",Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Parent Sample Number
45691,SWA071,SOUTHWEST,678096,5500599,REG,,06/24/2023,KB,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,Near logging road,
45692,SWA072,SOUTHWEST,678146,5500602,REG,,06/24/2023,KB,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Silty Sand,,
45693,SWA073,SOUTHWEST,678198,5500606,REG,,06/24/2023,KB,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
45694,SWA074,SOUTHWEST,678249,5500601,REG,,06/24/2023,KB,Damp,Sub-rounded,38,B Horizon,red-brown,Forest,Sandy Silt,,
45695,SWA075,SOUTHWEST,678298,5500602,REG,,06/24/2023,KB,Damp,Sub-rounded,30,B Horizon,red-brown,Forest,Sandy Silt,Possible ant contamination ,
45696,SWA076,SOUTHWEST,678351,5500599,REG,,06/24/2023,KB,Damp,Sub-rounded,30,B Horizon,brown,Forest,Silty Sand,,
45697,Swa077,SOUTHWEST,678395,5500595,REG,,06/24/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,,
45698,Swa078,SOUTHWEST,678447,5500602,REG,,06/24/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
45699,Swa079,SOUTHWEST,678496,5500597,REG,,06/24/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,,
45700,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
45701,ECL669,Eclipse,686151,5512797,REG,,06/25/2023,KN,Wet,Sub-rounded,20,B Horizon,dk brown,Forest,Sandy Silt,,
45702,ECL668,Eclipse,686100,5512800,REG,,07/01/2023,KN,Damp,Sub-rounded,20,B Horizon,red-brown,Forest,Sandy Silt,,
45703,ECL667,Eclipse,686050,5512798,REG,,07/01/2023,KN,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Silty Sand,,
45704,ECL666,Eclipse,686002,5512799,REG,,07/01/2023,KN,Damp,Sub-rounded,30,B Horizon,red-brown,Forest,Silty Sand,,
45705,ECL665,Eclipse,685953,5512797,REG,,07/01/2023,KN,Dry,Sub-rounded,20,B Horizon,OB,Forest,Sandy Silt,,
45706,Ecl664,Eclipse,685902,5512798,REG,,07/01/2023,EG,Damp,Sub-rounded,10,B Horizon,OB,Forest,Sandy Silt,,
45707,Ecl663,Eclipse,685855,5512802,REG,,07/01/2023,EG,Damp,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
45708,Ecl628,Eclipse,685952,5512702,REG,,07/01/2023,EG,Damp,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
45709,Ecl629,Eclipse,685998,5512701,REG,,07/01/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Silty Sand,,
45710,Ecl629,,,,DUP,,07/01/2023,,,,,,,,,,045709
45711,Ecl630,Eclipse,686049,5512701,REG,,07/01/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,,
45712,Ecl593,Eclipse,686048,5512597,REG,,07/01/2023,EG,Dry,Sub-angular,0,C Horizon,brown,Clear Cut,Pebbly Sand,Surface sample due to disturbed area,
45713,Ecl592,Eclipse,686003,5512603,REG,,07/01/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Clear Cut,Silty Sand,,
45714,Ecl591,Eclipse,685950,5512600,REG,,07/01/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silty Sand,,
45715,Ecl590,Eclipse,685900,5512601,REG,,07/01/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
45716,ECL716,Eclipse,685948,5512398,REG,,07/01/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,,
45717,ECL517,Eclipse,685901,5512400,REG,,07/03/2023,MP,Dry,Sub-rounded,10,B Horizon,brown,Forest,Sandy Silt,,
45718,ECL515,Eclipse,685852,5512400,REG,,07/03/2023,MP,Damp,Sub-rounded,10,B Horizon,OB,Forest,Sandy Silt,,
45719,ECL514,Eclipse,685802,5512401,REG,,07/03/2023,MP,Damp,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,,
45720,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
45721,ECL511,Eclipse,685653,5512397,REG,,07/05/2023,MP,Dry,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,,
45722,ECL510,Eclipse,685602,5512399,REG,,07/03/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,
45723,ECL509,Eclipse,685550,5512404,REG,,07/03/2023,MP,Dry,Sub-angular,10,B Horizon,brown,Forest,Sandy Silt,,
45724,ECL508,Eclipse,685500,5512400,REG,,07/03/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,
45725,ECL507,Eclipse,685449,5512398,REG,,07/03/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,
45726,ECL506,Eclipse,685403,5512402,REG,,07/03/2023,MP,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Sandy Silt,,
45727,ECL505,Eclipse,685353,5512408,REG,,07/03/2023,MP,Dry,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
45728,ECL504,Eclipse,685300,5512402,REG,,07/03/2023,MP,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Sandy Silt,,
45729,ECL503,Eclipse,685255,5512398,REG,,07/03/2023,MP,Damp,Sub-angular,18,B Horizon,lt brown,Forest,Sandy Silt,,
45730,ECL503,,,,DUP,,07/03/2023,,,,,,,,,,045729
45731,ECL502,Eclipse,685202,5512397,REG,,07/03/2023,MP,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,
45732,501,Eclipse,685153,5512401,REG,,07/03/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,
45733,ECL499,Eclipse,685052,5512408,REG,,07/03/2023,MP,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Pebbly Sand,,
45734,ECL464,Eclipse,685145,5512302,REG,,07/03/2023,MP,Damp,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,Taken further away due to thick brush,
45735,ECL465,Eclipse,685203,5512300,REG,,07/03/2023,MP,Damp,Sub-angular,30,B Horizon,lt brown,Forest,Sandy Silt,,
45736,ECL466,Eclipse,685248,5512300,REG,,07/03/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
45737,ECL467,Eclipse,685300,5512298,REG,,07/03/2023,EG,Dry,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
45738,ECL468,Eclipse,685348,5512297,REG,,07/03/2023,EG,Damp,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
45739,ECL469,Eclipse,685399,5512302,REG,,07/03/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Clear Cut,Pebbly Sand,,
45740,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
45741,ECL470,Eclipse,685450,5512301,REG,,07/05/2023,EG,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Pebbly Sand,,
45742,ECL471,Eclipse,685501,5512298,REG,,07/03/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Pebbly Sand,,
45743,ECL472,Eclipse,685552,5512303,REG,,07/03/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
45744,ECL474,Eclipse,685653,5512297,REG,,07/03/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Sandy Silt,,
45745,ECL475,Eclipse,685702,5512300,REG,,07/03/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
45746,ECL476,Eclipse,685749,5512303,REG,,07/03/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,
45747,ECL477,Eclipse,685802,5512299,REG,,07/03/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,,
45748,ECL478,Eclipse,685850,5512300,REG,,07/03/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Clear Cut,Silty Sand,,
45749,ECL479,Eclipse,685896,5512298,REG,,07/03/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Forest,Silty Sand,,
45750,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
178751,NWZ069,WEST,677801,5503005,REG,,07/05/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,"Disturbed, replanted area",
178752,Nwz068,WEST,677746,5503002,REG,,06/16/2023,EG,Damp,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,Loose gravel. Replanted area ,
178753,NWZ067,WEST,677700,5503003,REG,,06/16/2023,KN,Damp,Sub-rounded,25,B Horizon,brown,Forest,Silty Sand,,
178754,Nwz066,WEST,677649,5503001,REG,,06/16/2023,EG,Damp,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,Many roots difficult to sample,
178755,Nwz065,WEST,677603,5503001,REG,,06/16/2023,EG,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,Replanted area,
178756,NWZ064,WEST,677551,5503002,REG,,06/16/2023,KN,Damp,Sub-angular,25,B Horizon,brown,Forest,Silty Sand,,
178757,Nwz063,WEST,677499,5503001,REG,,06/16/2023,EG,Damp,Sub-angular,30,B Horizon,lt brown,Forest,Silt,,
178758,Nwz062,WEST,677453,5503002,REG,,06/16/2023,EG,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Silty Sand,Replanted area,
178759,NWZ061,WEST,677396,5502999,REG,,06/16/2023,KN,Damp,Sub-angular,20,B Horizon,brown,Forest,Silty Sand,Near road,
178760,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
178761,Nwz060,WEST,677351,5503007,REG,,06/25/2023,CV,Damp,Sub-rounded,20,B Horizon,OB,Forest,Sandy Silt,Near road,
178762,Nwz059,WEST,677299,5503003,REG,,06/16/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,Side of ravine ,
178763,Nwz058,WEST,677244,5502975,REG,,06/16/2023,BA,Dry,Sub-rounded,30,B Horizon,brown,Forest,Gravelly,,
178764,Nwz057,WEST,677199,5503001,REG,,06/17/2023,BA,Dry,Sub-rounded,30,B Horizon,red-brown,Forest,Gravelly,,
178765,Nwz056,WEST,677148,5502997,REG,,06/17/2023,BA,Dry,Sub-rounded,35,B Horizon,brown,Forest,Gravelly,,
178766,Nwz055,WEST,677101,5503007,REG,,06/17/2023,BA,Dry,Sub-rounded,35,B Horizon,brown,Forest,Gravelly,,
178767,Nwz054,WEST,677047,5503002,REG,,06/17/2023,BA,Damp,Sub-angular,20,B Horizon,red-brown,Forest,Gravelly,Replanted area,
178768,Nwz053,WEST,676997,5502998,REG,,06/17/2023,BA,Dry,Sub-rounded,30,B Horizon,brown,Forest,Gravelly,Replanted area,
178769,Nwz052,WEST,676951,5503003,REG,,06/17/2023,BA,Dry,Angular,25,B Horizon,red-brown,Clear Cut,Gravelly,Near outcrop,
178770,Nwz052,,,,DUP,,06/17/2023,,,,,,,,,,178769
178771,Nwz051,WEST,676894,5503000,REG,,06/17/2023,BA,Dry,Sub-angular,30,B Horizon,dk brown,Forest,Gravelly,Near roadside,
178772,Nwz050,WEST,676851,5502998,REG,,06/17/2023,BA,Dry,Rounded,35,B Horizon,brown,Forest,Gravelly,Till,
178773,Nwz049,WEST,676801,5503002,REG,,06/17/2023,BA,Dry,Sub-angular,25,B Horizon,brown,Forest,Gravelly,,
178774,Nwz048,WEST,676749,5503004,REG,,06/17/2023,BA,Dry,Sub-rounded,35,B Horizon,brown,Forest,Gravelly,,
178775,Nwz047,WEST,676696,5503001,REG,,06/17/2023,BA,Dry,Sub-rounded,35,B Horizon,lt brown,Forest,Gravelly,Till,
178776,Nwz116,WEST,676698,5503598,REG,,06/17/2023,BA,Dry,Angular,20,B Horizon,brown,Forest,Gravelly,,
178777,Nwz117,WEST,676748,5503604,REG,,06/18/2023,BA,Dry,Sub-angular,20,B Horizon,brown,Forest,Gravelly,,
178778,Nwz118,WEST,676799,5503602,REG,,06/18/2023,BA,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Gravelly,,
178779,Nwz119,WEST,676860,5503598,REG,,06/18/2023,BA,Dry,Sub-angular,20,B Horizon,brown,Forest,Gravelly,sample moved 10m due to road. Ant colony.,
178780,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
178781,Nwz120,WEST,676899,5503606,REG,,06/25/2023,BA,Dry,Sub-rounded,25,B Horizon,lt brown,Forest,Gravelly,,
178782,Nwz122,WEST,676992,5503595,REG,,06/18/2023,BA,Dry,Angular,25,B Horizon,brown,Clear Cut,Gravelly,Moved 5m due to outcrop,
178783,Nwz123,WEST,677052,5503598,REG,,06/18/2023,BA,Dry,Sub-rounded,20,B Horizon,brown,Forest,Gravelly,,
178784,Nwz124,WEST,677096,5503599,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,brown,Forest,Gravelly,,
178785,Nwz125,WEST,677150,5503603,REG,,06/18/2023,BA,Dry,Sub-rounded,30,B Horizon,red-brown,Clear Cut,Gravelly,Near outcrop,
178786,Nwz126,WEST,677198,5503598,REG,,06/18/2023,BA,Dry,Angular,25,B Horizon,brown,Clear Cut,Gravelly,Near outcrop,
178787,Nwz127,WEST,677249,5503600,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,brown,Clear Cut,Gravelly,Near outcrop,
178788,Nwz128,WEST,677300,5503598,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,brown,Forest,Gravelly,,
178789,Nwz129,WEST,677347,5503604,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,brown,Forest,,,
178790,Nwz129,,,,DUP,,06/18/2023,,,,,,,,,,178789
178791,Nwz130,WEST,677400,5503597,REG,,06/18/2023,BA,Dry,Sub-rounded,30,B Horizon,brown,Forest,Gravelly,,
178792,Nwz131,WEST,677447,5503605,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,red-brown,Forest,Gravelly,Moved 5m due to creek,
178793,Nwz132,WEST,677497,5503596,REG,,06/18/2023,BA,Dry,Sub-rounded,25,B Horizon,brown,Forest,Gravelly,,
178794,Nwz133,WEST,677550,5503602,REG,,06/18/2023,BA,Dry,Sub-rounded,30,B Horizon,brown,Forest,Gravelly,Disturbed ground,
178795,Nwz134,WEST,677622,5503604,REG,,06/18/2023,BA,Dry,Sub-angular,35,B Horizon,lt brown,Forest,Gravelly,Sample moved 5m due to road,
178796,Nzw135,WEST,677645,5503604,REG,,06/18/2023,BA,Damp,Sub-angular,35,B Horizon,dk brown,Forest,Gravelly,,
178797,Nwz136,WEST,677701,5503604,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,red-brown,Forest,Gravelly,Disturbed ground,
178798,Nwz137,WEST,677745,5503600,REG,,06/18/2023,BA,Dry,Sub-angular,25,B Horizon,brown,Forest,Gravelly,Disturbed ground,
178799,Nwz138,WEST,677797,5503607,REG,,06/18/2023,BA,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Gravelly,Slightly disturbed ground ,
178800,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
178812,NWZ046,WEST,677800,5502799,REG,,06/25/2023,KB,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,
178813,NWZ45,WEST,677749,5502797,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Sandy Silt,,
178814,NWZ044,WEST,677699,5502800,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,OB,Forest,Sandy Silt,,
178815,NWZ043,WEST,677647,5502801,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,
178816,NWZ042,WEST,677597,5502801,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178817,NWZ041,WEST,677548,5502803,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178818,NWZ040,WEST,677501,5502802,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,lt brown,Forest,Silty Sand,,
178819,NWZ039,WEST,677450,5502802,REG,,06/16/2023,KB,Damp,Sub-angular,20,B Horizon,dk brown,Forest,Sandy Silt,,
178820,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
178821,NWZ038,WEST,677397,5502801,REG,,06/25/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178822,NWZ037,WEST,677354,5502800,REG,,06/16/2023,KB,Damp,Angular,15,B Horizon,dk brown,Forest,Gravelly,,
178823,NWZ036,WEST,677301,5502800,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178824,NWZ035,WEST,677246,5502800,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178825,NWZ034,WEST,677198,5502800,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178826,NWZ033,WEST,677151,5502802,REG,,06/16/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178827,NWZ032,WEST,677098,5502800,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178828,NWZ031,WEST,677049,5502800,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178829,NWZ030,WEST,676999,5502804,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,,,
178830,NWZ030,,,,DUP,,06/17/2023,,,,,,,,,,178829
178831,NWZ029,WEST,676949,5502800,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178832,NWZ028,WEST,676899,5502802,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178833,NWZ027,WEST,676847,5502801,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178834,NWZ026,WEST,676798,5502805,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178835,NWZ025,WEST,676747,5502801,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178836,NWZ024,WEST,676690,5502795,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,dk brown,Forest,Sandy Silt,,
178837,NWZ001,WEST,676700,5502600,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178838,NWZ002,WEST,676749,5502600,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178839,NWZ003,WEST,676799,5502600,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178840,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
178841,NWZ004,WEST,676850,5502601,REG,,06/25/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178842,NWZ005,WEST,676897,5502600,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,dk brown,Forest,Sandy Silt,,
178843,NWZ006,WEST,676948,5502602,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178844,NWZ007,WEST,676998,5502602,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178845,NWZ008,WEST,677049,5502603,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,lt brown,Forest,Sandy Silt,,
178846,NWZ009,WEST,677097,5502599,REG,,06/17/2023,KB,Damp,Sub-angular,15,B Horizon,dk brown,Forest,Sandy Silt,,
178847,NWZ010,WEST,677149,5502609,REG,,06/17/2023,JA,Dry,Sub-rounded,20,B Horizon,brown,Forest,Sandy Silt,Site itself is in a creek so sample was taken from NE side.,
178848,NWZ011,WEST,677199,5502600,REG,,06/18/2023,JA,Damp,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,Some organics and pebble soil.,
178849,NWZ012,WEST,677252,5502599,REG,,06/18/2023,JA,Damp,Sub-rounded,25,B Horizon,brown,Forest,Sandy Silt,,
178850,,,,,Control,CDN-GEO-1901,,,,,,,,,,,
178851,NWZ085,WEST,677449,5503201,REG,,06/25/2023,CR,Dry,Rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
178852,NWZ084,WEST,677400,5503202,REG,,06/17/2023,CR,Dry,Rounded,10,B Horizon,lt brown,Forest,Silty Sand,Near trench ,
178853,NWZ083,WEST,677348,5503201,REG,,06/17/2023,CR,Damp,Sub-rounded,15,C Horizon,brown,Forest,Silty Sand,,
178854,NWZ082,WEST,677298,5503202,REG,,06/17/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
178855,NWZ081,WEST,677249,5503201,REG,,06/17/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
178856,NWZ080,WEST,677199,5503202,REG,,06/17/2023,CR,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
178857,NWZ079,WEST,677147,5503199,REG,,06/17/2023,CR,Damp,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
178858,NWZ078,WEST,677100,5503202,REG,,06/17/2023,CR,Damp,Sub-rounded,15,B Horizon,lt brown,Forest,Silty Sand,,
178859,NWZ077,WEST,677051,5503202,REG,,06/17/2023,CR,Damp,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
178860,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
178861,NWZ076,WEST,677000,5503201,REG,,06/25/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
178862,NWZ075,WEST,676946,5503202,REG,,06/17/2023,CR,Dry,Sub-rounded,18,B Horizon,lt brown,Forest,Silty Sand,,
178863,NWZ074,WEST,676899,5503203,REG,,06/17/2023,CR,Dry,Rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
178864,NWZ073,WEST,676846,5503201,REG,,06/17/2023,CR,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Sandy Silt,,
178865,NWZ072,WEST,676797,5503201,REG,,06/17/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,Silty Sand,,
178866,NWZ071,WEST,676747,5503207,REG,,06/17/2023,EG,Damp,Sub-rounded,10,B Horizon,red-brown,Forest,Silty Sand,,
178867,NWZ070,WEST,676699,5503202,REG,,06/17/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Silty Sand,,
178868,NWZ093,WEST,676697,5503400,REG,,06/17/2023,EG,Dry,Sub-rounded,10,B Horizon,lt brown,Forest,Silty Sand,,
178869,NZ094,WEST,676748,5503404,REG,,06/17/2023,EG,Dry,Sub-angular,10,B Horizon,lt brown,Forest,,Dupe parent,
178870,NWZ094,,,,DUP,,06/17/2023,,,,,,,,,,178869
178871,NWZ095,WEST,676795,5503406,REG,,06/17/2023,EG,Dry,Sub-rounded,15,B Horizon,lt brown,Forest,Pebbly Sand,Gravelly,
178872,Nwz096,WEST,676848,5503401,REG,,06/17/2023,EG,Damp,Sub-angular,20,B Horizon,red-brown,Forest,Silty Sand,,
178873,NWZ097,WEST,676901,5503399,REG,,06/17/2023,EG,Dry,Sub-rounded,10,B Horizon,dk brown,Forest,Silty Sand,,
178874,NWZ098,WEST,676952,5503399,REG,,06/17/2023,EG,Damp,Sub-angular,15,B Horizon,dk brown,Forest,Silty Sand,,
178875,Nwz100,WEST,677048,5503397,REG,,06/17/2023,BA,Dry,Sub-angular,25,B Horizon,red-brown,Forest,Gravelly,,
178876,Nwz101,WEST,677099,5503401,REG,,06/18/2023,BA,Dry,Sub-rounded,30,B Horizon,lt brown,Forest,Gravelly,,
178877,Swa211,SOUTHWEST,676697,5501396,REG,,06/18/2023,MP,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Silty Sand,,
178878,Swa212,SOUTHWEST,676749,5501401,REG,,06/20/2023,MP,Dry,Sub-rounded,206,B Horizon,lt brown,Forest,Silty Sand,,
178879,Swa213,SOUTHWEST,676800,5501397,REG,,06/20/2023,MP,Dry,Sub-rounded,25,B Horizon,lt brown,Forest,Silty Sand,Disturbed area,
178880,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,
178881,Swa214,SOUTHWEST,676857,5501400,REG,,06/25/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Forest,Silty Sand,,
178882,SwA125,SOUTHWEST,676897,5501402,REG,,06/20/2023,MP,Dry,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,
178883,Swa216,SOUTHWEST,676948,5501397,REG,,06/20/2023,MP,Damp,Sub-rounded,25,B Horizon,brown,Forest,Silty Sand,,
178884,Swa217,SOUTHWEST,676995,5501401,REG,,06/20/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,
178885,Swa218,SOUTHWEST,677048,5501401,REG,,06/20/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,,
178886,Swa129,SOUTHWEST,677101,5501400,REG,,06/20/2023,MP,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,
178887,Swa220,SOUTHWEST,677148,5501399,REG,,06/20/2023,MP,Moist,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Sandy Silt,Near old pad,
178888,Swa221,SOUTHWEST,677199,5501404,REG,,06/20/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Sandy Silt,,
178889,Swa222,SOUTHWEST,677247,5501399,REG,,06/20/2023,MP,Damp,Sub-rounded,40,B Horizon,brown,Forest,Sandy Silt,Poor sample. Thick o. Disturbed area. ,
178890,Swa122,,,,DUP,,06/20/2023,,,,,,,,,,178889
178891,Swa223,SOUTHWEST,677302,5501403,REG,,06/20/2023,MP,Dry,Sub-rounded,25,B Horizon,lt brown,Clear Cut,Silt,,
178892,Swa224,SOUTHWEST,677349,5501403,REG,,06/20/2023,MP,Dry,Sub-rounded,15,B Horizon,lt brown,Clear Cut,Silt,,
178893,Swa225,SOUTHWEST,677398,5501396,REG,,06/20/2023,MP,Dry,Sub-rounded,20,B Horizon,lt brown,Clear Cut,Silty Sand,,
178894,Swa226,SOUTHWEST,677451,5501401,REG,,06/20/2023,MP,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Silty Sand,,
178895,Swa227,SOUTHWEST,677497,5501396,REG,,06/20/2023,MP,Damp,Sub-rounded,30,B Horizon,brown,Clear Cut,Silty Sand,,
178896,Swa228,SOUTHWEST,677549,5501395,REG,,06/20/2023,MP,Wet,Sub-rounded,50,B Horizon,OB,Forest,Silty Sand,Poor sample. 30 cm thick a layer. Some o mixed in,
178897,swa229,SOUTHWEST,677608,5501406,REG,,06/20/2023,MP,Wet,Sub-rounded,20,B Horizon,brown,Forest,Pebbly Sand,Sample moved 10m due to marshy area,
178898,Swa230,SOUTHWEST,677649,5501400,REG,,06/20/2023,MP,Damp,Sub-rounded,30,B Horizon,lt brown,Clear Cut,Silty Sand,,
